"gene_id","gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000198796.6","ALPK2",18.9623161352696,4.79071794706516,0.935299447097602,5.12212207751388,3.02116183658636e-07,0.00425152999453616
"ENSG00000164287.12","CDC20B",10.7040334591858,4.73480357644083,1.14294888761164,4.14262057364166,3.43359746386135e-05,0.0439655705938513
"ENSG00000198400.11","NTRK1",18.1688207902292,4.20493706226015,0.931115224931058,4.51602223835562,6.30120500335904e-06,0.02533534497422
"ENSG00000167751.12","KLK2",18.7038573801646,4.05129346907583,0.983364790981714,4.11982766337539,3.79155882457874e-05,0.0439655705938513
"ENSG00000130561.16","SAG",33.1491090614942,4.03445358371367,0.860973228198628,4.68592222333645,2.78702094927997e-06,0.0156881409234969
"ENSG00000187621.14","TCL6",22.2473501213737,3.98320154614873,0.927180181973127,4.29603827130138,1.73877576853725e-05,0.0439655705938513
"ENSG00000172232.9","AZU1",16.6728549233201,3.93578257513758,0.878345211038375,4.48090628340163,7.43267454012411e-06,0.0261490781164741
"ENSG00000164220.6","F2RL2",17.0792980302294,3.93417419493527,0.787067728897943,4.99852052179032,5.77718591664966e-07,0.00541996325413682
"ENSG00000226668.5","RP11-526D8.7",14.6402019795131,3.76866983693138,0.934247286429769,4.03391039146967,5.48562441967802e-05,0.0479935247284588
"ENSG00000013588.7","GPRC5A",32.0946779494744,3.72114182836183,0.912395460612828,4.07843088770132,4.5340676304562e-05,0.0479935247284588
"ENSG00000171956.6","FOXB1",15.206448721685,3.70027396189073,0.911077422482063,4.06142647219817,4.87737801050222e-05,0.0479935247284588
"ENSG00000204539.3","CDSN",13.1010358286209,3.68671499218879,0.855144974965746,4.31121634356381,1.6235895557387e-05,0.0439655705938513
"ENSG00000226051.6","ZNF503-AS1",11.0265173419865,3.64086891503863,0.86969093359821,4.18639401008253,2.83421187378999e-05,0.0439655705938513
"ENSG00000148926.9","ADM",176.090094497621,3.61147758780616,0.784956117543371,4.60086558610281,4.20738875006778e-06,0.0197361593951096
"ENSG00000113263.12","ITK",21.6212885155059,3.21503187133083,0.804820747617992,3.99471793047865,6.47713194373447e-05,0.0479935247284588
"ENSG00000146285.13","SCML4",19.2055247617929,3.17360151476545,0.795696044024859,3.9884595865432,6.65037294158782e-05,0.0479935247284588
"ENSG00000145287.10","PLAC8",15.0215992992795,3.08310823199769,0.748010564567473,4.12174423469601,3.76014538044271e-05,0.0439655705938513
"ENSG00000204540.10","PSORS1C1",26.9104423787693,3.00278924056822,0.692008444112324,4.33923786063053,1.42977703603932e-05,0.0439655705938513
"ENSG00000225217.1","HSPA7",83.3189378334498,2.97835051615465,0.745394465566135,3.9956702843139,6.45114671990327e-05,0.0479935247284588
"ENSG00000179593.15","ALOX15B",13.8268127244913,2.9688771091976,0.738773743866218,4.01865541899283,5.85311956022002e-05,0.0479935247284588
"ENSG00000180613.10","GSX2",6.15079450646906,2.88719332976927,0.711548055766434,4.05762240002099,4.95748364867397e-05,0.0479935247284588
"ENSG00000198774.4","RASSF9",22.7882756343309,2.72459563804525,0.645541827570616,4.22063377101184,2.43616440550719e-05,0.0439655705938513
"ENSG00000125538.11","IL1B",15.8519539321782,2.67856268147866,0.648558463073765,4.13002502316281,3.62723752189558e-05,0.0439655705938513
"ENSG00000230876.6","LINC00486",8.24967698851079,2.62292902014008,0.659676775270455,3.97608210333724,7.00599458558057e-05,0.0492959294027913
"ENSG00000163576.17","EFHB",25.155763888886,2.54212881781407,0.517106670694457,4.91606270404533,8.83021249706536e-07,0.00621315826824762
"ENSG00000267452.1","LINC02073",9.90730179467418,2.48029172463632,0.595569670116872,4.16457024104266,3.11939583069834e-05,0.0439655705938513
"ENSG00000243083.5","LINC00870",20.5097655643158,2.27502880486552,0.565648030726853,4.02198660877883,5.77093395817544e-05,0.0479935247284588
"ENSG00000030304.13","MUSK",19.1333343884239,2.24140497750289,0.543304003693059,4.12550793343534,3.69917429766159e-05,0.0439655705938513
"ENSG00000147082.17","CCNB3",23.4637071427747,2.20324489435532,0.528078183701368,4.17219450141358,3.01679938447597e-05,0.0439655705938513
"ENSG00000166473.17","PKD1L2",99.6816468383406,2.19216805905915,0.529296482371164,4.14166375948426,3.44795561443748e-05,0.0439655705938513
"ENSG00000140961.12","OSGIN1",29.7739093036068,1.94676265438183,0.483587201864954,4.02567033799517,5.68132363538841e-05,0.0479935247284588
"ENSG00000205632.3","LINC01310",40.3978258156364,1.59468053302452,0.380563462518689,4.19031433672173,2.78568273869059e-05,0.0439655705938513
"ENSG00000183778.17","B3GALT5",99.0807583027641,1.59384099822479,0.387511725439612,4.11301360343783,3.90527363597898e-05,0.0439655705938513
"ENSG00000214279.13","SCART1",89.5550375068589,1.31397302972599,0.328817306333413,3.99605800673292,6.4405959011797e-05,0.0479935247284588
